4.206424652944268927e-01,9.072264967421458381e-01
5.504264630583383111e-01,8.348836498369623937e-01
8.759419093807132572e-01,4.824165952685192105e-01
8.958910745146297927e-01,4.442737698818398639e-01
2.161049425430863757e-01,9.763701418050684255e-01
8.372760063997691793e-01,5.467804761577114148e-01
9.984975989748741121e-01,5.479548194341736511e-02
5.858721861589668567e-01,8.104034683324800037e-01
9.930148969243585144e-01,1.179890439248734990e-01
9.715779579827855672e-01,2.367198165807004318e-01
7.290263253957620648e-01,6.844856586371641516e-01
6.004968823963979796e-01,7.996270969847173449e-01
8.099557464655355865e-01,5.864909963225837242e-01
9.987985026792708387e-01,4.900562259217509931e-02
9.931851145190655483e-01,1.165475366438549348e-01
9.940538821429251160e-01,1.088892988157213748e-01
7.046236782021045864e-01,7.095811948726776786e-01
6.779455145492840895e-01,7.351121542339689174e-01
6.347972428097542474e-01,7.726787563542393267e-01
6.755104133073623895e-01,7.373504468794445099e-01
9.180151874680894108e-01,3.965452251357070024e-01
5.346333394609903422e-01,8.450841332889817981e-01
9.585384278300178584e-01,2.849633000460893850e-01
7.723356964384655576e-01,6.352145873694261535e-01
7.000635240861952102e-01,7.140805712551050455e-01
5.762665734963793307e-01,8.172617917599855897e-01
9.994511966340997589e-01,3.312560258570410032e-02
4.978022960845429612e-01,8.672905361024971782e-01
5.832235813586600370e-01,8.123116730339275948e-01
9.988931620182700533e-01,4.703669709006104427e-02
7.280473612949949214e-01,6.855268336917200722e-01
8.871850918236680039e-01,4.614137111593344387e-01
8.235504948301423100e-01,5.672429659899078658e-01
6.196506771699695770e-01,7.848777218667873923e-01
9.992440657173304874e-01,3.887540519016347701e-02
7.740349257893543999e-01,6.331429014513774156e-01
9.298936171589960997e-01,3.678285752452607471e-01
7.575669187989449993e-01,6.527575074569978986e-01
3.316251434869465359e-02,9.994499725559417014e-01
6.240639216830976554e-01,7.813732921296405731e-01
1.047469590863555206e-01,9.944989062649397527e-01
9.148813661268712094e-01,4.037227834960888662e-01
6.355398770222540072e-01,7.720680440962042201e-01
7.653604983584947341e-01,6.436018237640696027e-01
6.844161785956201505e-02,9.976551232488939380e-01
5.215844363355799373e-01,8.531996693462177150e-01
1.284150231506435424e-01,9.917205159868478503e-01
3.657435069314957654e-01,9.307156854471997365e-01
2.324720563008840502e-02,9.997297471969074367e-01
4.954176004013151613e-01,8.686549379429111539e-01
4.704548922174067171e-01,8.824240445436128955e-01
5.726875851822041952e-01,8.197737064447576660e-01
8.795489113368705203e-01,4.758084830749930161e-01
1.748979791917841808e-01,9.845865613924609239e-01
8.399228660026119009e-01,5.427057942992302708e-01
8.426268498359720249e-01,5.384979033715046048e-01
3.333138231536850737e-01,9.428159392451285203e-01
2.581485800266183558e-02,9.996667410223780692e-01
3.111768884042446712e-02,9.995157274606690789e-01
9.832762146628157840e-01,1.821205251430059735e-01
5.391925885738811930e-01,8.421824935410361368e-01
3.316375669122593739e-01,9.434068709801284314e-01
7.777305588054915786e-01,6.285977870626795472e-01
3.777679831441901337e-01,9.259002921001650011e-01
5.551430286744934994e-01,8.317549024286604586e-01
1.678771627270021494e-01,9.858079215723171140e-01
4.794482634639832819e-01,8.775701468608483324e-01
9.713400487172463293e-01,2.376941517117690528e-01
4.805584274896114172e-01,8.769627117322102983e-01
7.787170212077320075e-01,6.273753269625421680e-01
9.990012099522849187e-01,4.468313455735478668e-02
6.865156609680551636e-01,7.271150165177406866e-01
9.767088900780547256e-01,2.145687396674885172e-01
6.658431107859451581e-01,7.460917851168819004e-01
5.622929943445363898e-01,8.269380802158377008e-01
8.128310287337388029e-01,5.824995439720548340e-01
9.955981708354569859e-01,9.372450175430274699e-02
6.810150548714253294e-01,7.322694142448320509e-01
8.284124430254522498e-01,5.601185805171988719e-01
1.380526283812402166e-01,9.904248945765807832e-01
6.959595734201269313e-01,7.180809649091632885e-01
9.104335673732929513e-01,4.136553147246384010e-01
8.932712803306297467e-01,4.495179859988668314e-01
8.170478897084026970e-01,5.765698101037253220e-01
3.203103785129966519e-01,9.473126524104176216e-01
6.971924269220296511e-01,7.168840351427629987e-01
7.545487998409956543e-01,6.562439399023149988e-01
7.393939785122698449e-01,6.732730089197078716e-01
7.100627547811206863e-01,7.041383985216586039e-01
9.590370217067437641e-01,2.832807635471542573e-01
3.371129576282725915e-01,9.414642073914007980e-01
7.156748572623372606e-01,6.984336036321083796e-01
1.899453728163032762e-01,9.817946604793058585e-01
9.856947201916387291e-01,1.685405547229714973e-01
9.657600793342954182e-01,2.594368307781595440e-01
9.161355827017604314e-01,4.008685496614893262e-01
9.911265684441994406e-01,1.329215006085384398e-01
9.646022726937081293e-01,2.637090357081704473e-01
8.698567008266401279e-01,4.933044901751786893e-01
2.466600400525793269e-01,9.691020713223452709e-01
