4.414556331424936975e-01,9.521155864342464303e-01
2.931371188333076194e-01,4.446286726739450135e-01
3.552578867031418453e-01,1.956548697011032401e-01
9.560464552558024520e-01,4.741049162575723397e-01
1.861119356785128076e-01,8.408606248967014363e-01
5.485588536308938501e-01,3.582346429328076010e-01
8.894329863981021989e-01,4.881024170322856293e-02
3.228927672370029978e-01,4.466390872451121430e-01
9.727100870241813801e-01,1.155764465765170002e-01
4.400090089678461158e-01,1.072058613937491023e-01
8.435444228309346704e-01,7.920071467072089533e-01
2.416714873518073237e-01,3.218119452742452813e-01
4.493888794810257936e-01,3.254036196585354812e-01
6.947427391214477943e-01,3.408725621905783765e-02
7.583758197940509982e-01,8.899331288312817279e-02
8.288361344051763391e-01,9.079124092745738395e-02
6.831137817055463746e-01,6.879199613237850786e-01
8.923183763397177781e-01,9.675616547588529182e-01
7.902383336678536763e-01,9.618825220148563560e-01
6.441148750746268359e-01,7.030807839847067475e-01
8.903565934898671763e-01,3.845978374173393277e-01
5.537349555200435924e-01,8.752776724123714214e-01
7.395033862495175025e-01,2.198465071640198776e-01
4.659747523560590077e-01,3.832452150112517497e-01
5.256158438166826929e-01,5.361400060134229317e-01
5.837227142195353657e-01,8.278360974845901943e-01
5.495522389489022608e-01,1.821424510652702722e-02
4.105766088622498922e-01,7.153225487549993433e-01
5.350728782973355191e-01,7.452475497514170488e-01
9.826697540739358638e-01,4.627275600580704751e-02
6.431146536728046259e-01,6.055544950384476044e-01
5.882658602552697236e-01,3.059496110003064873e-01
8.959676826254863169e-01,6.171222880855754545e-01
6.875961805576643604e-01,8.709405857913237181e-01
2.681015592964284266e-01,1.043044147805993749e-02
8.784223726215835137e-01,7.185294502496225588e-01
8.445454189243264409e-01,3.340682551644306164e-01
6.641525186756667143e-01,5.722669930589623366e-01
1.871471011071124124e-02,5.640228696132918440e-01
3.036190697640963609e-01,3.801530962646841871e-01
6.895549346971807658e-02,6.546840446227969457e-01
4.583715043877029105e-01,2.022721485848151257e-01
5.063542499397027941e-01,6.151304575921328066e-01
8.107716872669679109e-01,6.817886965690705958e-01
8.743006456832236317e-03,1.274444622591314191e-01
9.548725537814528597e-02,1.561965600196608683e-01
1.747139545067288857e-02,1.349276812497678391e-01
2.836631043256121476e-02,7.218438484211886497e-02
1.130342256981931026e-02,4.860957470759159627e-01
3.770415341804608245e-01,6.610968003763290080e-01
2.723422441090225243e-01,5.108276022256992288e-01
6.269815928350365164e-01,8.974928696376206494e-01
4.731585410619142396e-01,2.559639887842684036e-01
9.106732789409643924e-02,5.126626827867895031e-01
9.550858530751525910e-01,6.171169371587231778e-01
4.628426915502088512e-01,2.957890779757719191e-01
1.871621578252589124e-01,5.294093834800368548e-01
2.417251638200001995e-02,9.360679292294534770e-01
2.590613970896915585e-02,8.321181630709688637e-01
9.961895583890871819e-01,1.845123097765711817e-01
2.465729867050465707e-01,3.851303915959946034e-01
3.472238209028738476e-01,9.877449694787140411e-01
6.832405543162251016e-01,5.522265977748089805e-01
4.056773287762268643e-01,9.943054307727134944e-01
5.252297345926196792e-01,7.869366705221989555e-01
5.795418560377318951e-02,3.403184467048572248e-01
4.620218846029239268e-01,8.456733375036452616e-01
9.256288007974340371e-01,2.265082685472327162e-01
2.372337277560413460e-01,4.329237014822227003e-01
4.640021739774369269e-01,3.738245186408600818e-01
4.922648081823507438e-01,2.201792594716978080e-02
5.069376242161687252e-01,5.369170435028947086e-01
5.033252268666890128e-01,1.105732328933828335e-01
7.265302127185405690e-01,8.140930116535879391e-01
2.963079104332658753e-01,4.357662234296197923e-01
9.496122554522105075e-01,6.805211491654108436e-01
8.539981774775978751e-01,8.039443625735509524e-02
6.671848087689890017e-01,7.173982801342873028e-01
9.231473812373331977e-01,6.241721803434305826e-01
1.068581154907262132e-01,7.666274739607659150e-01
6.384295390409588933e-01,6.587223122287552135e-01
5.231060043525038727e-01,2.376731116022893220e-01
3.443913044011406299e-01,1.733069101836823833e-01
7.067291900866804477e-01,4.987207237858022335e-01
2.662222839456613865e-01,7.873480063496939296e-01
4.942896092156437993e-01,5.082503996034922755e-01
5.906355270795246026e-01,5.136857754178735247e-01
9.916333148704407074e-01,9.029556164241423488e-01
9.664950877386285777e-01,9.584312072094369750e-01
7.841649334750122602e-01,2.316269717162503516e-01
1.521678479255592631e-01,4.249631439431713620e-01
9.453079296662314501e-01,9.225346079424703305e-01
7.143861932495243483e-02,3.692538226402741763e-01
8.327353643813990569e-01,1.423865598295890322e-01
8.449535340456213461e-01,2.269839805127439325e-01
4.389335498635807964e-01,1.920618070664580346e-01
9.764544871582009344e-01,1.309538053376441136e-01
7.727961500635850411e-01,2.112718716317657508e-01
6.867076866602334073e-01,3.894388408405395907e-01
9.222151420152757684e-02,3.623288977579525172e-01
